timestamp,open,high,low,close
2025-05-27 10:43:00,5892.40,5892.51,5891.47,5892.27
2025-05-27 10:44:00,5892.26,5892.98,5891.98,5892.50
2025-05-27 10:45:00,5892.33,5893.54,5892.18,5893.50
2025-05-27 10:46:00,5893.57,5894.61,5893.51,5894.01
2025-05-27 10:47:00,5893.90,5894.26,5893.49,5894.12
2025-05-27 10:48:00,5894.08,5896.91,5894.05,5896.88
2025-05-27 10:49:00,5897.27,5897.27,5894.62,5894.62
2025-05-27 10:50:00,5894.56,5895.54,5894.16,5895.45
2025-05-27 10:51:00,5895.44,5895.61,5894.42,5895.59
2025-05-27 10:52:00,5895.57,5896.43,5894.85,5896.30
2025-05-27 10:53:00,5896.33,5896.70,5895.91,5896.19
2025-05-27 10:54:00,5896.19,5896.30,5895.05,5895.17
2025-05-27 10:55:00,5895.22,5895.77,5894.47,5894.62
2025-05-27 10:56:00,5894.65,5894.77,5893.38,5893.41
2025-05-27 10:57:00,5893.41,5894.30,5893.00,5893.06
2025-05-27 10:58:00,5893.04,5893.10,5891.03,5891.86
2025-05-27 10:59:00,5891.83,5892.45,5891.27,5891.77
2025-05-27 11:00:00,5891.70,5893.49,5891.36,5893.03
2025-05-27 11:01:00,5893.03,5894.43,5893.03,5893.97
2025-05-27 11:02:00,5893.99,5894.80,5893.92,5894.56
2025-05-27 11:03:00,5894.72,5894.72,5893.69,5893.95
2025-05-27 11:04:00,5894.07,5894.25,5893.83,5894.14
2025-05-27 11:05:00,5894.02,5894.07,5891.62,5892.39
2025-05-27 11:06:00,5892.37,5892.87,5891.56,5892.59
2025-05-27 11:07:00,5892.68,5893.37,5892.41,5893.21
2025-05-27 11:08:00,5893.22,5893.55,5892.11,5892.81
2025-05-27 11:09:00,5892.70,5893.10,5892.37,5892.50
2025-05-27 11:10:00,5892.47,5893.11,5892.11,5893.10
2025-05-27 11:11:00,5893.17,5894.44,5892.96,5893.83
2025-05-27 11:12:00,5893.87,5893.89,5892.50,5893.80
2025-05-27 11:13:00,5893.87,5894.14,5893.43,5893.85
2025-05-27 11:14:00,5893.90,5894.63,5893.74,5894.62
2025-05-27 11:15:00,5894.80,5895.86,5894.64,5895.23
2025-05-27 11:16:00,5895.25,5895.61,5894.97,5895.30
2025-05-27 11:17:00,5895.30,5895.63,5894.86,5895.26
2025-05-27 11:18:00,5895.25,5895.53,5894.92,5895.53
2025-05-27 11:19:00,5895.50,5896.59,5895.46,5896.29
2025-05-27 11:20:00,5896.37,5896.46,5895.88,5896.15
2025-05-27 11:21:00,5896.08,5896.64,5895.85,5895.85
2025-05-27 11:22:00,5895.73,5895.83,5892.78,5893.15
2025-05-27 11:23:00,5893.19,5894.58,5892.82,5893.92
2025-05-27 11:24:00,5893.98,5896.92,5893.98,5896.81
2025-05-27 11:25:00,5896.88,5897.43,5896.56,5896.60
2025-05-27 11:26:00,5896.50,5897.97,5896.36,5897.97
2025-05-27 11:27:00,5898.05,5898.54,5897.69,5898.53
2025-05-27 11:28:00,5898.46,5901.39,5898.30,5901.33
2025-05-27 11:29:00,5901.39,5901.56,5899.81,5899.81
2025-05-27 11:30:00,5899.82,5899.82,5897.73,5897.95
2025-05-27 11:31:00,5898.04,5899.83,5897.83,5899.54
2025-05-27 11:32:00,5899.45,5899.77,5899.03,5899.60
2025-05-27 11:33:00,5899.54,5899.82,5898.94,5899.37
2025-05-27 11:34:00,5899.20,5899.50,5898.38,5899.09
2025-05-27 11:35:00,5898.99,5898.99,5897.84,5898.67
2025-05-27 11:36:00,5898.64,5899.77,5898.01,5899.73
2025-05-27 11:37:00,5899.69,5900.12,5898.97,5899.46
2025-05-27 11:38:00,5899.48,5899.50,5898.27,5898.55
2025-05-27 11:39:00,5898.59,5899.12,5898.32,5899.08
2025-05-27 11:40:00,5899.16,5899.26,5896.80,5897.35
2025-05-27 11:41:00,5897.24,5897.78,5896.83,5897.49
2025-05-27 11:42:00,5897.50,5898.82,5897.50,5898.60
2025-05-27 11:43:00,5898.60,5900.83,5898.49,5900.25
2025-05-27 11:44:00,5900.15,5900.53,5899.88,5900.34
2025-05-27 11:45:00,5900.33,5901.10,5900.16,5900.23
2025-05-27 11:46:00,5900.22,5900.34,5899.32,5900.03
2025-05-27 11:47:00,5900.07,5900.08,5899.47,5899.49
2025-05-27 11:48:00,5899.36,5900.85,5899.36,5900.71
2025-05-27 11:49:00,5900.70,5900.74,5899.80,5899.80
2025-05-27 11:50:00,5899.75,5899.91,5898.65,5899.91
2025-05-27 11:51:00,5899.99,5901.37,5899.64,5900.84
2025-05-27 11:52:00,5900.77,5900.87,5899.96,5900.26
2025-05-27 11:53:00,5900.27,5901.17,5900.20,5900.96
2025-05-27 11:54:00,5900.92,5902.27,5900.77,5901.99
2025-05-27 11:55:00,5902.00,5902.51,5900.91,5901.31
2025-05-27 11:56:00,5901.39,5901.51,5900.45,5900.90
2025-05-27 11:57:00,5900.86,5900.89,5899.91,5900.56
2025-05-27 11:58:00,5900.64,5900.91,5899.95,5900.41
2025-05-27 11:59:00,5900.39,5901.54,5900.37,5901.36
2025-05-27 12:00:00,5901.41,5903.04,5900.82,5902.62
2025-05-27 12:01:00,5902.59,5902.72,5901.29,5902.36
2025-05-27 12:02:00,5902.60,5904.67,5902.60,5903.41
2025-05-27 12:03:00,5903.42,5905.63,5903.42,5905.27
2025-05-27 12:04:00,5905.31,5906.42,5905.30,5905.96
2025-05-27 12:05:00,5906.02,5906.06,5904.89,5905.18
2025-05-27 12:06:00,5905.27,5906.49,5905.22,5905.31
2025-05-27 12:07:00,5905.37,5905.75,5904.32,5905.30
2025-05-27 12:08:00,5905.26,5907.59,5905.21,5907.28
2025-05-27 12:09:00,5907.13,5907.49,5906.09,5906.31
2025-05-27 12:10:00,5906.17,5907.15,5905.75,5906.63
2025-05-27 12:11:00,5906.61,5906.76,5906.23,5906.70
2025-05-27 12:12:00,5906.76,5906.77,5906.06,5906.76
2025-05-27 12:13:00,5906.74,5906.79,5905.90,5906.16
2025-05-27 12:14:00,5906.19,5906.48,5906.06,5906.23
2025-05-27 12:15:00,5906.32,5906.72,5905.92,5906.12
2025-05-27 12:16:00,5906.10,5906.14,5904.93,5905.85
2025-05-27 12:17:00,5905.84,5905.96,5904.73,5905.18
2025-05-27 12:18:00,5905.16,5905.38,5904.83,5905.00
2025-05-27 12:19:00,5904.96,5905.10,5904.35,5904.35
2025-05-27 12:20:00,5904.36,5905.50,5904.34,5905.49
2025-05-27 12:21:00,5905.38,5906.23,5905.23,5905.48
2025-05-27 12:22:00,5905.57,5906.14,5905.36,5905.98
2025-05-27 12:23:00,5906.01,5907.15,5906.01,5906.97
2025-05-27 12:24:00,5906.96,5907.12,5906.44,5906.88
2025-05-27 12:25:00,5907.30,5907.45,5906.70,5907.45
2025-05-27 12:26:00,5907.44,5907.58,5906.98,5907.19
2025-05-27 12:27:00,5907.21,5907.27,5906.32,5906.53
2025-05-27 12:28:00,5906.57,5906.81,5904.73,5905.22
2025-05-27 12:29:00,5905.18,5906.04,5905.14,5905.33
2025-05-27 12:30:00,5905.37,5906.40,5905.16,5906.19
2025-05-27 12:31:00,5906.22,5906.81,5906.22,5906.47
2025-05-27 12:32:00,5906.53,5906.79,5906.37,5906.63
2025-05-27 12:33:00,5906.74,5907.60,5906.44,5907.60
2025-05-27 12:34:00,5907.51,5907.51,5906.05,5906.50
2025-05-27 12:35:00,5906.54,5907.77,5906.51,5907.73
2025-05-27 12:36:00,5907.72,5909.65,5907.68,5909.65
2025-05-27 12:37:00,5909.63,5909.82,5909.40,5909.56
2025-05-27 12:38:00,5909.47,5909.58,5908.98,5909.37
2025-05-27 12:39:00,5910.02,5915.97,5910.02,5915.61
2025-05-27 12:40:00,5915.68,5917.17,5915.59,5916.90
2025-05-27 12:41:00,5916.95,5917.45,5915.96,5916.49
2025-05-27 12:42:00,5916.60,5917.96,5916.46,5916.46
2025-05-27 12:43:00,5916.46,5916.46,5914.44,5914.52
2025-05-27 12:44:00,5914.32,5915.26,5914.22,5914.72
2025-05-27 12:45:00,5914.70,5915.27,5913.69,5913.69
2025-05-27 12:46:00,5913.73,5913.89,5913.17,5913.41
2025-05-27 12:47:00,5913.43,5913.43,5911.49,5912.01
2025-05-27 12:48:00,5912.11,5912.14,5911.45,5911.65
2025-05-27 12:49:00,5911.67,5911.67,5910.31,5911.10
2025-05-27 12:50:00,5911.13,5911.82,5910.84,5911.50
2025-05-27 12:51:00,5911.61,5911.74,5911.16,5911.44
2025-05-27 12:52:00,5911.50,5913.22,5911.50,5913.22
2025-05-27 12:53:00,5913.19,5913.22,5912.55,5913.01
2025-05-27 12:54:00,5913.02,5913.06,5912.07,5912.36
2025-05-27 12:55:00,5912.40,5912.61,5911.40,5911.77
2025-05-27 12:56:00,5911.68,5911.71,5910.86,5910.86
2025-05-27 12:57:00,5910.75,5910.88,5910.45,5910.68
2025-05-27 12:58:00,5910.68,5913.01,5910.23,5912.87
2025-05-27 12:59:00,5912.86,5912.87,5910.97,5911.12
2025-05-27 13:00:00,5911.10,5911.51,5910.72,5911.30
2025-05-27 13:01:00,5911.26,5912.76,5911.16,5912.60
2025-05-27 13:02:00,5912.76,5914.39,5912.61,5913.93
2025-05-27 13:03:00,5913.92,5914.25,5913.16,5914.21
2025-05-27 13:04:00,5914.26,5914.40,5913.56,5913.81
2025-05-27 13:05:00,5913.87,5913.87,5913.34,5913.60
2025-05-27 13:06:00,5913.56,5914.34,5913.50,5913.88
2025-05-27 13:07:00,5913.91,5914.05,5913.56,5913.61
2025-05-27 13:08:00,5913.56,5913.96,5913.16,5913.30
2025-05-27 13:09:00,5913.29,5913.29,5912.39,5912.71
2025-05-27 13:10:00,5912.67,5913.03,5911.57,5911.57
2025-05-27 13:11:00,5911.53,5911.71,5910.64,5910.71
2025-05-27 13:12:00,5910.72,5911.28,5910.68,5911.25
2025-05-27 13:13:00,5911.26,5912.53,5911.20,5912.49
2025-05-27 13:14:00,5912.53,5913.32,5912.07,5912.17
2025-05-27 13:15:00,5912.18,5912.67,5911.75,5912.30
2025-05-27 13:16:00,5912.39,5913.06,5911.72,5912.61
2025-05-27 13:17:00,5912.66,5912.92,5912.59,5912.79
2025-05-27 13:18:00,5912.72,5912.91,5912.39,5912.91
2025-05-27 13:19:00,5912.93,5914.49,5912.88,5914.29
2025-05-27 13:20:00,5914.27,5916.00,5914.27,5915.89
2025-05-27 13:21:00,5915.87,5916.02,5914.95,5915.62
2025-05-27 13:22:00,5915.59,5915.87,5915.35,5915.51
2025-05-27 13:23:00,5915.54,5915.57,5914.32,5914.51
2025-05-27 13:24:00,5914.49,5915.14,5914.41,5915.14
2025-05-27 13:25:00,5915.17,5915.38,5914.94,5915.22
2025-05-27 13:26:00,5915.20,5915.20,5913.27,5913.33
2025-05-27 13:27:00,5913.28,5913.81,5912.93,5912.93
2025-05-27 13:28:00,5912.91,5914.23,5912.66,5914.23
2025-05-27 13:29:00,5914.23,5914.33,5913.14,5913.21
2025-05-27 13:30:00,5913.26,5913.36,5912.25,5912.84
2025-05-27 13:31:00,5912.87,5912.96,5912.03,5912.16
2025-05-27 13:32:00,5912.08,5912.62,5911.77,5912.37
2025-05-27 13:33:00,5912.42,5912.68,5912.17,5912.52
2025-05-27 13:34:00,5912.60,5914.03,5912.43,5913.42
2025-05-27 13:35:00,5913.45,5914.15,5913.34,5913.49
2025-05-27 13:36:00,5913.46,5913.83,5913.10,5913.27
2025-05-27 13:37:00,5913.24,5913.26,5912.07,5912.61
2025-05-27 13:38:00,5912.57,5913.18,5912.56,5912.60
2025-05-27 13:39:00,5912.57,5913.13,5912.38,5912.99
2025-05-27 13:40:00,5912.97,5913.99,5912.24,5913.89
2025-05-27 13:41:00,5914.00,5915.13,5913.96,5914.19
2025-05-27 13:42:00,5914.17,5914.83,5914.17,5914.47
2025-05-27 13:43:00,5914.52,5915.06,5914.20,5914.35
2025-05-27 13:44:00,5914.34,5915.24,5914.34,5914.72
2025-05-27 13:45:00,5914.74,5915.85,5914.74,5915.59
2025-05-27 13:46:00,5915.60,5915.81,5914.22,5914.75
2025-05-27 13:47:00,5914.77,5915.40,5914.58,5915.40
2025-05-27 13:48:00,5915.42,5916.72,5915.30,5916.53
2025-05-27 13:49:00,5916.52,5917.42,5916.52,5917.36
2025-05-27 13:50:00,5917.35,5918.59,5917.17,5918.52
2025-05-27 13:51:00,5918.50,5918.50,5917.26,5917.62
2025-05-27 13:52:00,5917.65,5917.85,5917.50,5917.85
2025-05-27 13:53:00,5917.86,5917.89,5917.03,5917.29
2025-05-27 13:54:00,5917.19,5918.02,5917.19,5917.89
2025-05-27 13:55:00,5918.00,5918.99,5918.00,5918.99
2025-05-27 13:56:00,5918.98,5919.48,5918.85,5919.44
2025-05-27 13:57:00,5919.41,5921.60,5919.32,5921.10
2025-05-27 13:58:00,5920.95,5921.86,5920.78,5921.42
2025-05-27 13:59:00,5921.40,5922.04,5921.33,5921.42
2025-05-27 14:00:00,5921.48,5922.98,5921.08,5922.83
2025-05-27 14:01:00,5922.78,5924.33,5922.78,5922.92
2025-05-27 14:02:00,5922.80,5922.95,5920.76,5920.79
2025-05-27 14:03:00,5920.85,5921.03,5920.20,5920.88
2025-05-27 14:04:00,5920.78,5920.87,5920.03,5920.09
2025-05-27 14:05:00,5920.12,5920.20,5919.17,5920.10
2025-05-27 14:06:00,5920.08,5920.84,5920.08,5920.84
2025-05-27 14:07:00,5920.87,5921.56,5920.41,5921.43
2025-05-27 14:08:00,5921.48,5921.48,5920.70,5920.96
2025-05-27 14:09:00,5920.93,5921.12,5920.53,5920.53
2025-05-27 14:10:00,5920.51,5920.72,5920.14,5920.50
2025-05-27 14:11:00,5920.50,5920.63,5920.04,5920.41
2025-05-27 14:12:00,5920.37,5920.37,5919.92,5920.12
2025-05-27 14:13:00,5920.13,5922.00,5920.13,5922.00
2025-05-27 14:14:00,5922.05,5922.84,5921.87,5922.81
2025-05-27 14:15:00,5922.77,5923.32,5922.53,5922.53
2025-05-27 14:16:00,5922.53,5922.65,5919.96,5919.96
2025-05-27 14:17:00,5920.02,5920.62,5920.02,5920.10
2025-05-27 14:18:00,5920.20,5920.61,5919.86,5919.86
2025-05-27 14:19:00,5919.95,5920.64,5919.95,5919.96
2025-05-27 14:20:00,5919.90,5919.90,5918.59,5919.00
2025-05-27 14:21:00,5918.97,5918.97,5918.07,5918.41
2025-05-27 14:22:00,5918.42,5918.59,5917.34,5918.01
2025-05-27 14:23:00,5917.96,5919.45,5917.96,5919.33
2025-05-27 14:24:00,5919.33,5919.54,5918.97,5919.38
2025-05-27 14:25:00,5919.48,5920.64,5919.04,5920.62
2025-05-27 14:26:00,5920.60,5920.87,5920.03,5920.11
2025-05-27 14:27:00,5920.09,5920.52,5919.50,5919.85
2025-05-27 14:28:00,5919.77,5919.90,5918.67,5918.84
2025-05-27 14:29:00,5918.78,5918.90,5918.42,5918.48
2025-05-27 14:30:00,5918.48,5920.03,5918.28,5919.95
2025-05-27 14:31:00,5919.94,5920.18,5919.51,5919.66
2025-05-27 14:32:00,5919.69,5919.71,5918.55,5918.71
2025-05-27 14:33:00,5918.77,5919.62,5918.77,5919.27
2025-05-27 14:34:00,5919.29,5920.01,5918.99,5919.81
2025-05-27 14:35:00,5919.83,5920.52,5919.48,5920.36
2025-05-27 14:36:00,5920.35,5920.54,5918.89,5918.99
2025-05-27 14:37:00,5919.03,5919.88,5919.03,5919.19
2025-05-27 14:38:00,5919.23,5919.98,5919.23,5919.68
2025-05-27 14:39:00,5919.74,5920.41,5919.42,5919.78
2025-05-27 14:40:00,5919.77,5919.94,5918.49,5918.77
2025-05-27 14:41:00,5918.77,5918.79,5917.81,5918.46
2025-05-27 14:42:00,5918.49,5918.56,5917.26,5917.27
2025-05-27 14:43:00,5917.31,5917.71,5917.10,5917.24
2025-05-27 14:44:00,5917.19,5917.38,5916.69,5917.38
2025-05-27 14:45:00,5917.49,5918.05,5917.43,5917.78
2025-05-27 14:46:00,5917.84,5919.56,5917.80,5919.49
2025-05-27 14:47:00,5919.43,5919.56,5918.51,5918.56
2025-05-27 14:48:00,5918.61,5919.05,5918.09,5918.52
2025-05-27 14:49:00,5918.56,5918.57,5917.67,5918.23
2025-05-27 14:50:00,5918.29,5918.92,5918.05,5918.75
2025-05-27 14:51:00,5918.73,5918.97,5917.87,5917.92
2025-05-27 14:52:00,5917.97,5918.26,5917.03,5917.48
2025-05-27 14:53:00,5917.46,5918.31,5917.40,5918.25
2025-05-27 14:54:00,5918.24,5918.35,5917.84,5917.84
2025-05-27 14:55:00,5917.88,5918.28,5917.51,5917.51
2025-05-27 14:56:00,5917.50,5917.50,5916.22,5916.59
2025-05-27 14:57:00,5916.53,5917.08,5916.33,5916.38
2025-05-27 14:58:00,5916.36,5916.52,5916.09,5916.21
2025-05-27 14:59:00,5916.20,5916.32,5915.44,5915.76
2025-05-27 15:00:00,5915.65,5915.65,5913.53,5914.40
2025-05-27 15:01:00,5914.45,5915.69,5913.77,5915.69
2025-05-27 15:02:00,5915.77,5917.03,5915.33,5916.09
2025-05-27 15:03:00,5916.03,5916.25,5915.52,5915.67
2025-05-27 15:04:00,5915.69,5916.41,5915.65,5916.11
2025-05-27 15:05:00,5916.08,5918.33,5915.70,5918.30
2025-05-27 15:06:00,5918.28,5918.31,5917.28,5917.37
2025-05-27 15:07:00,5917.38,5919.02,5917.38,5918.94
2025-05-27 15:08:00,5918.96,5919.04,5918.10,5918.14
2025-05-27 15:09:00,5918.18,5918.24,5917.15,5917.66
2025-05-27 15:10:00,5917.63,5917.63,5916.77,5917.14
2025-05-27 15:11:00,5917.13,5917.13,5915.69,5915.81
2025-05-27 15:12:00,5915.78,5916.85,5915.42,5916.43
2025-05-27 15:13:00,5916.51,5916.51,5914.88,5914.94
2025-05-27 15:14:00,5914.98,5915.55,5914.73,5915.55
2025-05-27 15:15:00,5915.50,5916.11,5914.76,5915.84
2025-05-27 15:16:00,5915.85,5915.85,5914.48,5914.85
2025-05-27 15:17:00,5914.82,5915.15,5914.33,5914.33
2025-05-27 15:18:00,5914.34,5915.63,5914.08,5914.98
2025-05-27 15:19:00,5914.95,5916.42,5914.95,5916.42
2025-05-27 15:20:00,5916.41,5916.89,5915.08,5915.08
2025-05-27 15:21:00,5915.02,5915.77,5914.96,5915.65
2025-05-27 15:22:00,5915.69,5916.88,5915.52,5916.80
2025-05-27 15:23:00,5916.75,5917.52,5916.23,5917.52
2025-05-27 15:24:00,5917.53,5917.89,5916.57,5917.03
2025-05-27 15:25:00,5917.02,5917.02,5915.88,5916.14
2025-05-27 15:26:00,5916.17,5916.17,5915.33,5915.88
2025-05-27 15:27:00,5915.85,5916.33,5915.25,5915.54
2025-05-27 15:28:00,5915.53,5916.06,5915.14,5915.56
2025-05-27 15:29:00,5915.46,5915.46,5914.69,5914.69
2025-05-27 15:30:00,5914.70,5914.70,5913.67,5913.75
2025-05-27 15:31:00,5913.76,5914.03,5911.68,5911.73
2025-05-27 15:32:00,5911.53,5913.03,5911.28,5912.62
2025-05-27 15:33:00,5912.62,5913.00,5911.86,5913.00
2025-05-27 15:34:00,5913.01,5914.87,5912.86,5914.87
2025-05-27 15:35:00,5914.88,5915.51,5913.22,5913.24
2025-05-27 15:36:00,5913.25,5913.27,5912.13,5912.87
2025-05-27 15:37:00,5912.93,5913.41,5912.13,5913.41
2025-05-27 15:38:00,5913.39,5913.48,5912.63,5912.99
2025-05-27 15:39:00,5913.02,5915.07,5912.91,5915.04
2025-05-27 15:40:00,5915.07,5915.07,5914.03,5914.03
2025-05-27 15:41:00,5913.89,5916.38,5913.87,5916.33
2025-05-27 15:42:00,5916.27,5917.07,5916.13,5916.48
2025-05-27 15:43:00,5916.53,5916.53,5914.54,5916.34
2025-05-27 15:44:00,5916.31,5916.94,5915.54,5915.63
2025-05-27 15:45:00,5915.64,5915.64,5913.89,5913.89
2025-05-27 15:46:00,5913.93,5913.93,5912.01,5912.17
2025-05-27 15:47:00,5912.10,5914.43,5911.53,5913.57
2025-05-27 15:48:00,5913.48,5913.48,5912.28,5912.85
2025-05-27 15:49:00,5912.79,5912.81,5911.09,5911.12
2025-05-27 15:50:00,5911.08,5914.71,5910.82,5914.14
2025-05-27 15:51:00,5914.18,5915.08,5911.96,5912.33
2025-05-27 15:52:00,5912.47,5914.45,5912.32,5913.89
2025-05-27 15:53:00,5913.94,5913.94,5912.41,5913.00
2025-05-27 15:54:00,5912.96,5916.13,5912.08,5915.39
2025-05-27 15:55:00,5915.06,5917.61,5914.71,5917.15
2025-05-27 15:56:00,5917.42,5917.79,5916.06,5917.79
2025-05-27 15:57:00,5917.85,5918.89,5917.81,5918.89
2025-05-27 15:58:00,5918.93,5918.93,5917.46,5917.46
2025-05-27 15:59:00,5917.33,5921.75,5916.59,5921.17
2025-05-27 16:00:00,5921.68,5921.69,5921.54,5921.54
2025-05-27 16:01:00,5921.54,5921.54,5921.54,5921.54
2025-05-27 16:02:00,5921.54,5921.54,5921.54,5921.54
2025-05-27 16:03:00,5921.54,5921.54,5921.54,5921.54
2025-05-27 16:04:00,5921.54,5921.54,5921.54,5921.54
2025-05-27 16:05:00,5921.54,5921.54,5921.54,5921.54
2025-05-28 09:30:00,5925.54,5931.82,5925.54,5930.12
2025-05-28 09:31:00,5930.32,5930.50,5925.60,5927.82
2025-05-28 09:32:00,5927.82,5930.01,5926.23,5929.44
2025-05-28 09:33:00,5929.57,5930.22,5928.18,5929.90
2025-05-28 09:34:00,5930.01,5932.34,5930.01,5932.14
2025-05-28 09:35:00,5932.24,5932.79,5930.14,5931.11
2025-05-28 09:36:00,5931.21,5932.90,5931.08,5932.90
2025-05-28 09:37:00,5933.05,5933.52,5931.66,5932.94
2025-05-28 09:38:00,5933.02,5933.74,5931.32,5933.48
2025-05-28 09:39:00,5933.38,5939.12,5933.32,5939.12
2025-05-28 09:40:00,5938.98,5939.92,5938.39,5938.62
2025-05-28 09:41:00,5938.54,5938.61,5936.00,5937.26
2025-05-28 09:42:00,5937.55,5938.66,5937.07,5937.88
2025-05-28 09:43:00,5937.94,5938.41,5936.95,5938.25
2025-05-28 09:44:00,5938.05,5938.05,5936.24,5936.73
2025-05-28 09:45:00,5936.86,5937.51,5933.50,5933.71
2025-05-28 09:46:00,5933.69,5934.64,5932.19,5934.10
2025-05-28 09:47:00,5934.05,5934.45,5930.00,5930.32
2025-05-28 09:48:00,5930.34,5930.34,5926.91,5927.07
2025-05-28 09:49:00,5927.21,5927.85,5924.76,5925.18
2025-05-28 09:50:00,5925.21,5925.34,5921.62,5922.20
2025-05-28 09:51:00,5922.22,5924.36,5921.92,5924.22
2025-05-28 09:52:00,5924.36,5926.33,5924.36,5925.53
2025-05-28 09:53:00,5925.60,5926.28,5923.41,5923.41
2025-05-28 09:54:00,5923.37,5923.41,5922.14,5923.10
2025-05-28 09:55:00,5923.16,5924.19,5922.82,5922.96
2025-05-28 09:56:00,5922.95,5923.79,5921.61,5923.36
